28,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ו.,מה עשה יהושע לשׂמלֹתיו כשנפלו ישראל ונפל על פניו,ויקרע שׂמלֹתיו
29,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ז.,איזו משפחה מבני יהודה עמדה בגורל ובו נלכדה,זרח
30,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ח.,מה לעשות בשלל ציוה יהושע לעם אבל את זאת לא עשו זאת כולם,חרם
31,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ט.,מה האדרת והכסף באהל היו לשם הלכו ואותם מצאו,טמונים
32,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,י.,מנעולהּ של ארץ כנען היתה עיר בצורה ומאוד חזקה,יריחו
33,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,כ.,את מה יהושע על העי נטה ואת ידו לא השיב עד שנכבשה,כידון
34,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ל.,אחרי שיהושע את שׂמלֹתיו קרע היכן נפל על פניו ארצה,'לפני ארון ה'''
35,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,מ.,מה בנה יהושע בהר עיבל אחרי שבאו העם מהגלגל,מזבח
36,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,נ.,לאן עלה כל איש אחרי שהחומה נפלה והוא החיש,נגדו
37,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ס.,'מה שיעשו ה'' ציוה וכך יכבשו את העיר במהרה',סַבֹּתֶם את העיר
38,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ע.,לאיזה עמק לקחו את עכן אחרי שגילו שלא עמד במבחן,עכור
39,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,פ.,כיצד אנשי העי השאירו את העיר  והאורב עלה בכיבוש מהיר,פתוחה
40,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,צ.,מה בנוסף לשורו וחמֹרו לקחו את עכן ואת כל אשר לו,צאנו
41,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ק.,'מה ה'' ליהושע אמר כשנפל על פניו וקרא בקול מר',קֻם לָךְ
42,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ר.,'בכיבוש העי מה מהשלל היה מותר וזאת בדבר ה'' אשר אמר',רק הבהמה
43,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ש.,כמה פעמים את העיר הקיפו וכך את העיר ירחו כבשו,שבע
44,ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ת.,כיצד יהושע את העיר השאיר אחרי שהאורב את העיר הבעיר[,תל עולם.
45,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,א.,באיזו מילה קילל יהושע את הגבעונים ושׂמם לשֹאבי מים וחֹטבי עצים,ארורים
46,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ב.,לאן אמר יהושע לגבעונים  שיהיו שֹאבים וחֹטבי עצים,בית אֱלֹקָי
47,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ג.,איזה אבנים שׂמוּ על פי המערה שבה נחבאו המלכים בְּמַקֵּדָה,גְּדֹלוֹת
48,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ד.,מה לשמש קרה בגבעון  וגם לירח בעמק אַיָּלון,דום
49,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ה.,על איזה ספר כבר כתובה  שהשמש תעמוד ותהיה בדממה,הישר
50,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ו.,איך מתאר הנביא את הגבעונים שעשו עצמם כשליחים,ויצטירו
51,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ז.,מה אמרו כשבאו הגבעונים בשם מי אמרו שהם באים,זקנינו
52,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ח.,מה שׂם יהושע את הגבעונים שיעשו תמיד לבית האלקים,חֹטבי עצים ושֹאבי מים
53,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ט.,כיצד תרגום יונתן "ההר החלק" שמשם יהושע את הארץ לקח,טורא תעיע
54,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,י.,כמה זמן עשה יהושע מלחמה  ובכך לא טוב עשה,ימים רבים
55,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,כ.,מי בעבר הירדן ימה ישבו וכשבא יהושע נורא פחדו,כל המלכים
56,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ל.,מתי יהושע הוריד את המלכים אחרי שתלאום על חמישה עצים,לעת בא השמש
57,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,מ.,כשהמלכים נסו משדה המלחמה היכן מצאום נחבאים במערה,מַקֵּדָה
58,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,נ.,מה עוד הביאו הגבעונים בנוסף ללחם ונעלים בלים,נאדות יין
59,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ס.,איזה מלך ישראל כבר כבשו ולכן הגבעונים כל כך פחדו,סיחון
60,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ע.,מי בארץ לא נותרו רק בגת עזה ואשדוד נשארו,ענקים
61,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,פ.,איך כתוב באיזו מילה  שיהושע עלה מהגלגל כל הלילה,פתאום
62,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,צ.,איפה אמר יהושע לקצינים לשים את רגליהם על המלכים,צואריהם
63,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ק.,אחת מארבעת ערי הגבעונים שמעם ישראל היו פוחדים,קרית יערים
64,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ר.,למי משה נתן מתנה את עבר הירדן קיבל ירושה,ראובני גדי וחצי שבט מנשה
65,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ש.,כמה מלכים יהושע כבש אחרי שנתמנה למנהיג החדש,שלשים ואחד
66,ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ת.,שם העיר האחרונה ברשימה שעם יהושע לא השלימה,תרצה.
67,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,א.,מי הנחיל ביחד עם יהושע בן נון  את הארץ במצות רחום וחנון,אלעזר הכהן
68,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ב.,כיצד נחלו בני ישראל את נחלתם  כפי שציווה משה אותם,בגורל
69,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ג.,מי שכנים לבני ראובן  שלקחו נחלתם מעבר לירדן,גד
70,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ד.,אותה ארץ אשר מה נשבע משה לכלב שיקבלה,דרכה רגלך בה
71,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ה.,איזה ים במזרח גבולם של בני יהודה למשפחֹתם,המלח
72,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ו.,באיזה לשון הבטיח משה שכלב את הארץ שוב יראה,וישבע
73,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ז.,אחת מערי שבט יהודה בעתיד שם דוד נחבא,זיף
74,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ח.,איך לפנים נקראה קרית ארבע והיא ניתנה לכלב לנחלה,חברון
75,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ט.,איך בארמית הר העמק נקרא  בני ראובן קבלוהו לנחלה,טורא דמישרא
76,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,י.,איך נקרא גבול המערב נחלת יהודה הגיעה אליו,ים
77,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,כ.,מי נחל בתוך יהודה וקיבל בירושה את קרית ארבע,כלב
78,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ל.,מה הארץ הרבה מאוד נשארה ולכן צריך להתחיל לחלקה,לרשתה
79,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,מ.,מה אמר משה לכלב הסיבה שבגללה יקבל מהארץ נחלה,'מלאת אחרי ה'''
80,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,נ.,איזו ארץ נתן כלב לבתו ולכן מים בקשה מאתו,נגב
81,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ס.,את ממלכות מי קיבלו בני גד ובנוסף להן גם את הגלעד,סיחון
82,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ע.,בתו של כלב איך נקראה נישאה לעתניאל שאת דביר לכדה,עכסה
83,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,פ.,מקום שהיה בית עבודה זרה עכשיו קיבלוהו ראובן לנחלה,פעור
84,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,צ.,איזה מדבר נמצא בקצה יהודה מקצה ים המלח נגבה פנה,צין
85,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ק.,שמה של דביר איך היה לפני שעתניאל כבש אותה,קרית ספר
86,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ר.,'באיזו לשון ה'' ליהושע ציוה שיפיל גורל לישראל לנחלה',רק הפילה
87,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ש.,מה בני יוסף היו  ולכן נחלה כפולה קיבלו,שני מטות
88,ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ת.,עכסה מאביה בקשה ברכות איזה גֻּלֹּת נתן לה בנוסף לְעִלִּיּוֹת,תַּחְתִּיּוֹת.
89,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,א.,באיזו לשון יהושע לבני יוסף אמר  שאם דחוק מקומם שילכו ליער,אץ לך הר אפרים
90,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ב.,למי יצא הגורל ראשונה בין יהודה ליוסף קיבלו נחלה,בני בנימין
91,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ג.,עיר שזבלון קיבל לנחלה בבא הימים נולד שם יונה,גתה חפר
92,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ד.,אישה שבט הלכו לְלֶשֶׁם כבשוה וקראוה בשם אביהם,דן
93,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ה.,עיר שנמצאת בגבול מנשה בצפון הגבול של השבט הזה,הַמִכְמְתָת
94,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ו.,איזה לשון בנביא כתוב שהגבול ממשיך והולך כמו חוט,ויצא
95,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ז.,מבני מנשה הנותרים למשפחותם אלו אנשים קבלו נחלתם,זכרים
96,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ח.,מי היה אביו של צלפחד והדין של משפחתו היה מיוחד,חפר
97,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ט.,עיר בנפתלי שנקראה רַקַּת כל תושביה חיים בנחת,טבריה
98,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,י.,מי קיבל מראובן את הבכורה ולכן בשני חלקים הוא זכה,יוסף
99,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,כ.,למי היה רכב ברזל ולכן ישב בתוך ישראל,כנעני
100,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ל.,מה בני ישראל את הכנעני נתנו וכך החיוהו ולא הורישוהו,למס
101,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,מ.,איך אמר יהושע לישראל שהם מתרשלים לחלק במצות האל,מִתְרַפִּים
102,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,נ.,אחת מבנותיו של צלפחד היתה ביחד עם אחיותיה נחלה קיבלה,נֹעָה
103,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ס.,על מה כתבו את הארץ לערים ואז חלקו אותה לחלקים,סֵפֶר
104,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ע.,אחרי גי הנם לאן הגבול ירד שם מכבס בגדים כל אחד,עֵין רֹגֵל
105,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,פ.,'איפה לפני ה'' בשִׁלֹה נחלו את הנחלות אלעזר יהושע וראשי האבות',פתח אהל מועד
106,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,צ.,למי היו רק בנות ועל-כן זכו גם הן בנחלות,צלפחד
107,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ק.,לאן הגיע גבול בנימין עם יהודה ועד שם פאת ים הסתיימה,קִרְיַת יערים
108,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ר.,מה היה בכל הכנעני ועל כן לא כבשהו המנשי,רכב ברזל
109,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ש.,איפה יהושע גורלות הפיל ומשם את כל הארץ הנחיל,שִׁלֹה
110,ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ת.,איזו עיר יהושע קיבל אחרי שגמר את הארץ לנחל,תִּמְנַת סֶרַח.
111,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,א.,לאן ינוס הרוצח בשגגה  ושם יעמוד לפני העדה,אחת מהערים האלה
112,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ב.,איזו עיר נתנו במדבר אותה משה הפריש כבר,בֶּצֶר
113,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ג.,עיר מקלט מערי הבשן אותה שבט מנשה נתן,גולן
114,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ד.,מי עוד נתן לבני קהת הנותרים בנוסף לשבט מנשה ואפרים,דן
115,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ה.,מצפון למה את יהושע קברו והם נתעצלו ולא הספידוהו,הר געש
116,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ו.,ראובן גד ומנשה מה עשו אחרי שבתנאם הם עמדו,וישבו וילכו
117,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ז.,כשהרוצח בשגגה מגיע לעיר אל מי הוא מדבר פתח שער העיר,זקני העיר
118,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ח.,בְּמָה מעל עכן בן זרח והוא מעונש לא ברח,חרם
119,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ט.,'מאיזה דבר לא נפל דבר והגיע כל מה שה'' אמר',טוב
120,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,י.,את עצמותיו של מי ממצרים העלו ובתוך נחלת בניו אותם קברו,יוסף
121,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,כ.,את מה האבן שָׁמְעָה  ועל כן תהיה בנו לְעֵדָה,'כל אמרי ה'''
122,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ל.,איזה שבט לא קיבל נחלה  ועל כן מאחיו קיבל ערים במתנה,לוי
123,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,מ.,מה בני גד וראובן בָנוּ כאשר בגלילות הירדן הם עברו,מזבח
124,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,נ.,מי הלכו עם פנחס הכהן לדבר עם בני גד ובני ראובן,נשיאים
125,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ס.,את כל הכתוב בְּמָה צריך לשמור ולעשות כי אם לא כן יבאו כל הקללות,ספר תורת משה
126,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ע.,המזבח שבני גד וראובן בָנוּ  מה הוא יהיה בניהם לביננו,עֵד
127,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,פ.,באיזו גבעה קברו את אלעזר בחלקת בְּנוֹ שירש בהר,פינחס
128,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,צ.,כמו איזה מוקש יהיו הגוים אם ישראל אותם לא כובשים,צְנִנִים
129,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ק.,איזו משפחה משבט הלוי  ישבו ביהודה בנימין והשמעוני,קהת
130,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ר.,עיר מקלט שנמצאת בגלעד היתה בתוך נחלתו של גד,רָמֹת
131,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ש.,להיכן אסף יהושע את ישראל  וכרת איתם ברית עם האל,שכם
132,ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ת.,איפה קברו את יהושע בִּן נוּן עבד נאמן לרחום וחנון,תִמְנַת סֶרַח.
133,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,א.,כשיהודה ושמעון נלחמו בכנעני קצצו את בְּהֹנוֹתיו של מי,אֲדֹנִי בֶזֶק
134,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ב.,מה שֵׁם המקום ששם בכו בני ישראל כשתוכחה קיבלו,בֹּכִים
135,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ג.,חרב אהוד שני פיות לה מתחת לְמַדָּיו יחגרנה מה אָרְכָּהּ,גֹּמֶד
136,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ד.,מי הנביאה ששפטה את ישראל יושבת בין הרמה לבית אל,דבורה
137,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ה.,היכן ברק עם זבלון ונפתלי עלה והלך לשם ביחד עם דבורה,הר תבור
138,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ו.,באיזו מילה משתמש הנביא כשברק קרא לזבלון ונפתלי,וַיַּזְעֵק
139,ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ז.,מי למות את נפשו חֵרֵף נלחם הוא בסיסרא בלי הרף,זְבֻלוּן
