ספר יהושע,חידון לפרשת "יהושע" (יהושע פרקים א-ו א) ,מקבילה ל-בראשית,צ.,מה השוטרים אמרו לעם שיכינו כי עוד מעט את הירדן יעבורו,צֵדָה
ספר יהושע,חידון לפרשת "יהושע" (יהושע פרקים א-ו א) ,מקבילה ל-בראשית,ק.,היכן עברו השוטרים לפני שנסעו מהשִטים,קרב המחנה
ספר יהושע,חידון לפרשת "יהושע" (יהושע פרקים א-ו א) ,מקבילה ל-בראשית,ר.,איך נקראים אותם אנשים שאחרי המרגלים הם מחפשים,רֹדפים
ספר יהושע,חידון לפרשת "יהושע" (יהושע פרקים א-ו א) ,מקבילה ל-בראשית,ש.,כמה ימים אמרו השוטרים שנשארו לעם לפני שהם עוברים,שלֹשה
ספר יהושע,חידון לפרשת "יהושע" (יהושע פרקים א-ו א) ,מקבילה ל-בראשית,ת.,איך נקרא הסמל שעל החלון כמו דגל,תִקוַת השְני.
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,א.,מה ראה עכן בשלל בחרם מעל ולכן נתקלל,אדרת שנער
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ב.,איזו עיר לעי שכנה על ידה לנו האורב לילה,בית אל
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ג.,מה על נבלת מלך העי הקימו לאחר שאותה מהעץ הורידו,גל אבנים
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ד.,כאשר את מה יציבו ימות הצעיר הבן של מי שיבנה את העיר,דלתיהּ
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ה.,מי הלך לפני הכהנים שמחזיקים בארון ובשופרות תוקעים,הֶחלוץ
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ו.,מה עשה יהושע לשׂמלֹתיו כשנפלו ישראל ונפל על פניו,ויקרע שׂמלֹתיו
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ז.,איזו משפחה מבני יהודה עמדה בגורל ובו נלכדה,זרח
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ח.,מה לעשות בשלל ציוה יהושע לעם אבל את זאת לא עשו זאת כולם,חרם
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ט.,מה האדרת והכסף באהל היו לשם הלכו ואותם מצאו,טמונים
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,י.,מנעולהּ של ארץ כנען היתה עיר בצורה ומאוד חזקה,יריחו
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,כ.,את מה יהושע על העי נטה ואת ידו לא השיב עד שנכבשה,כידון
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ל.,אחרי שיהושע את שׂמלֹתיו קרע היכן נפל על פניו ארצה,לפני ארון ה'
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,מ.,מה בנה יהושע בהר עיבל אחרי שבאו העם מהגלגל,מזבח
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,נ.,לאן עלה כל איש אחרי שהחומה נפלה והוא החיש,נגדו
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ס.,מה שיעשו ה' ציוה וכך יכבשו את העיר במהרה,סַבֹּתֶם את העיר
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ע.,לאיזה עמק לקחו את עכן אחרי שגילו שלא עמד במבחן,עכור
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,פ.,כיצד אנשי העי השאירו את העיר  והאורב עלה בכיבוש מהיר,פתוחה
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,צ.,מה בנוסף לשורו וחמֹרו לקחו את עכן ואת כל אשר לו,צאנו
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ק.,מה ה' ליהושע אמר כשנפל על פניו וקרא בקול מר,קֻם לָךְ
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ר.,בכיבוש העי מה מהשלל היה מותר וזאת בדבר ה' אשר אמר,רק הבהמה
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ש.,כמה פעמים את העיר הקיפו וכך את העיר ירחו כבשו,שבע
ספר יהושע,חידון לפרשת "יריחו" (יהושע פרקים ו ב-ח) ,מקבילה ל-נח,ת.,כיצד יהושע את העיר השאיר אחרי שהאורב את העיר הבעיר[,תל עולם.
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,א.,באיזו מילה קילל יהושע את הגבעונים ושׂמם לשֹאבי מים וחֹטבי עצים,ארורים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ב.,לאן אמר יהושע לגבעונים  שיהיו שֹאבים וחֹטבי עצים,בית אֱלֹקָי
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ג.,איזה אבנים שׂמוּ על פי המערה שבה נחבאו המלכים בְּמַקֵּדָה,גְּדֹלוֹת
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ד.,מה לשמש קרה בגבעון  וגם לירח בעמק אַיָּלון,דום
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ה.,על איזה ספר כבר כתובה  שהשמש תעמוד ותהיה בדממה,הישר
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ו.,איך מתאר הנביא את הגבעונים שעשו עצמם כשליחים,ויצטירו
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ז.,מה אמרו כשבאו הגבעונים בשם מי אמרו שהם באים,זקנינו
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ח.,מה שׂם יהושע את הגבעונים שיעשו תמיד לבית האלקים,חֹטבי עצים ושֹאבי מים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ט.,כיצד תרגום יונתן "ההר החלק" שמשם יהושע את הארץ לקח,טורא תעיע
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,י.,כמה זמן עשה יהושע מלחמה  ובכך לא טוב עשה,ימים רבים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,כ.,מי בעבר הירדן ימה ישבו וכשבא יהושע נורא פחדו,כל המלכים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ל.,מתי יהושע הוריד את המלכים אחרי שתלאום על חמישה עצים,לעת בא השמש
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,מ.,כשהמלכים נסו משדה המלחמה היכן מצאום נחבאים במערה,מַקֵּדָה
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,נ.,מה עוד הביאו הגבעונים בנוסף ללחם ונעלים בלים,נאדות יין
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ס.,איזה מלך ישראל כבר כבשו ולכן הגבעונים כל כך פחדו,סיחון
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ע.,מי בארץ לא נותרו רק בגת, עזה ואשדוד נשארו,ענקים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,פ.,איך כתוב באיזו מילה  שיהושע עלה מהגלגל כל הלילה,פתאום
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,צ.,איפה אמר יהושע לקצינים לשים את רגליהם על המלכים,צואריהם
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ק.,אחת מארבעת ערי הגבעונים שמעם ישראל היו פוחדים,קרית יערים
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ר.,למי משה נתן מתנה את עבר הירדן קיבל ירושה,ראובני גדי וחצי שבט מנשה
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ש.,כמה מלכים יהושע כבש אחרי שנתמנה למנהיג החדש,שלשים ואחד
ספר יהושע,חידון לפרשת "המלכים" (יהושע פרקים ט-יב) ,מקבילה ל-לך לך,ת.,שם העיר האחרונה ברשימה שעם יהושע לא השלימה,תרצה.
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,א.,מי הנחיל ביחד עם יהושע בן נון  את הארץ, במצות רחום וחנון,אלעזר הכהן
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ב.,כיצד נחלו בני ישראל את נחלתם  כפי שציווה משה אותם,בגורל
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ג.,מי שכנים לבני ראובן  שלקחו נחלתם מעבר לירדן,גד
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ד.,אותה ארץ אשר מה נשבע משה לכלב שיקבלה,דרכה רגלך בה
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ה.,איזה ים במזרח גבולם של בני יהודה למשפחֹתם,המלח
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ו.,באיזה לשון הבטיח משה שכלב את הארץ שוב יראה,וישבע
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ז.,אחת מערי שבט יהודה בעתיד שם דוד נחבא,זיף
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ח.,איך לפנים נקראה קרית ארבע והיא ניתנה לכלב לנחלה,חברון
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ט.,איך בארמית הר העמק נקרא  בני ראובן קבלוהו לנחלה,טורא דמישרא
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,י.,איך נקרא גבול המערב נחלת יהודה הגיעה אליו,ים
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,כ.,מי נחל בתוך יהודה וקיבל בירושה את קרית ארבע,כלב
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ל.,מה הארץ הרבה מאוד נשארה ולכן צריך להתחיל לחלקה,לרשתה
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,מ.,מה אמר משה לכלב הסיבה שבגללה יקבל מהארץ נחלה,מלאת אחרי ה'
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,נ.,איזו ארץ נתן כלב לבתו ולכן מים בקשה מאתו,נגב
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ס.,את ממלכות מי קיבלו בני גד ובנוסף להן גם את הגלעד,סיחון
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ע.,בתו של כלב איך נקראה נישאה לעתניאל שאת דביר לכדה,עכסה
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,פ.,מקום שהיה בית עבודה זרה עכשיו קיבלוהו ראובן לנחלה,פעור
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,צ.,איזה מדבר נמצא בקצה יהודה מקצה ים המלח נגבה פנה,צין
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ק.,שמה של דביר איך היה לפני שעתניאל כבש אותה,קרית ספר
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ר.,באיזו לשון ה' ליהושע ציוה שיפיל גורל לישראל לנחלה,רק הפילה
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ש.,מה בני יוסף היו  ולכן נחלה כפולה קיבלו,שני מטות
ספר יהושע,חידון לפרשת "הארץ הנשארת" (יהושע פרקים יג-טו) ,מקבילה ל-וירא,ת.,עכסה מאביה בקשה ברכות איזה גֻּלֹּת נתן לה בנוסף לְעִלִּיּוֹת,תַּחְתִּיּוֹת.
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,א.,באיזו לשון יהושע לבני יוסף אמר  שאם דחוק מקומם שילכו ליער,אץ לך הר אפרים
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ב.,למי יצא הגורל ראשונה בין יהודה ליוסף קיבלו נחלה,בני בנימין
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ג.,עיר שזבלון קיבל לנחלה בבא הימים נולד שם יונה,גתה חפר
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ד.,אישה שבט הלכו לְלֶשֶׁם כבשוה וקראוה בשם אביהם,דן
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ה.,עיר שנמצאת בגבול מנשה בצפון הגבול של השבט הזה,הַמִכְמְתָת
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ו.,איזה לשון בנביא כתוב שהגבול ממשיך והולך כמו חוט,ויצא
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ז.,מבני מנשה הנותרים למשפחותם אלו אנשים קבלו נחלתם,זכרים
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ח.,מי היה אביו של צלפחד והדין של משפחתו היה מיוחד,חפר
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ט.,עיר בנפתלי שנקראה רַקַּת כל תושביה חיים בנחת,טבריה
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,י.,מי קיבל מראובן את הבכורה ולכן בשני חלקים הוא זכה,יוסף
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,כ.,למי היה רכב ברזל ולכן ישב בתוך ישראל,כנעני
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ל.,מה בני ישראל את הכנעני נתנו וכך החיוהו ולא הורישוהו,למס
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,מ.,איך אמר יהושע לישראל שהם מתרשלים לחלק במצות האל,מִתְרַפִּים
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,נ.,אחת מבנותיו של צלפחד היתה ביחד עם אחיותיה נחלה קיבלה,נֹעָה
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ס.,על מה כתבו את הארץ לערים ואז חלקו אותה לחלקים,סֵפֶר
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ע.,אחרי גי הנם לאן הגבול ירד שם מכבס בגדים כל אחד,עֵין רֹגֵל
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,פ.,איפה לפני ה' בשִׁלֹה נחלו את הנחלות אלעזר, יהושע וראשי האבות,פתח אהל מועד
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,צ.,למי היו רק בנות ועל-כן זכו גם הן בנחלות,צלפחד
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ק.,לאן הגיע גבול בנימין עם יהודה ועד שם פאת ים הסתיימה,קִרְיַת יערים
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ר.,מה היה בכל הכנעני ועל כן לא כבשהו המנשי,רכב ברזל
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ש.,איפה יהושע גורלות הפיל ומשם את כל הארץ הנחיל,שִׁלֹה
ספר יהושע,חידון לפרשת "הגורל" (יהושע פרקים טז-יט) ,מקבילה ל-חיי שרה,ת.,איזו עיר יהושע קיבל אחרי שגמר את הארץ לנחל,תִּמְנַת סֶרַח.
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,א.,לאן ינוס הרוצח בשגגה  ושם יעמוד לפני העדה,אחת מהערים האלה
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ב.,איזו עיר נתנו במדבר אותה משה הפריש כבר,בֶּצֶר
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ג.,עיר מקלט מערי הבשן אותה שבט מנשה נתן,גולן
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ד.,מי עוד נתן לבני קהת הנותרים בנוסף לשבט מנשה ואפרים,דן
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ה.,מצפון למה את יהושע קברו והם נתעצלו ולא הספידוהו,הר געש
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ו.,ראובן, גד ומנשה מה עשו אחרי שבתנאם הם עמדו,וישבו וילכו
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ז.,כשהרוצח בשגגה מגיע לעיר אל מי הוא מדבר פתח שער העיר,זקני העיר
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ח.,בְּמָה מעל עכן בן זרח והוא מעונש לא ברח,חרם
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ט.,מאיזה דבר לא נפל דבר והגיע כל מה שה' אמר,טוב
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,י.,את עצמותיו של מי ממצרים העלו ובתוך נחלת בניו אותם קברו,יוסף
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,כ.,את מה האבן שָׁמְעָה  ועל כן תהיה בנו לְעֵדָה,כל אמרי ה'
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ל.,איזה שבט לא קיבל נחלה  ועל כן מאחיו קיבל ערים במתנה,לוי
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,מ.,מה בני גד וראובן בָנוּ כאשר בגלילות הירדן הם עברו,מזבח
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,נ.,מי הלכו עם פנחס הכהן לדבר עם בני גד ובני ראובן,נשיאים
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ס.,את כל הכתוב בְּמָה צריך לשמור ולעשות כי אם לא כן יבאו כל הקללות,ספר תורת משה
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ע.,המזבח שבני גד וראובן בָנוּ  מה הוא יהיה בניהם לביננו,עֵד
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,פ.,באיזו גבעה קברו את אלעזר בחלקת בְּנוֹ שירש בהר,פינחס
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,צ.,כמו איזה מוקש יהיו הגוים אם ישראל אותם לא כובשים,צְנִנִים
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ק.,איזו משפחה משבט הלוי  ישבו ביהודה, בנימין והשמעוני,קהת
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ר.,עיר מקלט שנמצאת בגלעד היתה בתוך נחלתו של גד,רָמֹת
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ש.,להיכן אסף יהושע את ישראל  וכרת איתם ברית עם האל,שכם
ספר יהושע,חידון לפרשת "ערי המקלט" (יהושע פרקים כ-כד) ,מקבילה ל-תולדות,ת.,איפה קברו את יהושע בִּן נוּן עבד נאמן לרחום וחנון,תִמְנַת סֶרַח.
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,א.,כשיהודה ושמעון נלחמו בכנעני קצצו את בְּהֹנוֹתיו של מי,אֲדֹנִי בֶזֶק
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ב.,מה שֵׁם המקום ששם בכו בני ישראל כשתוכחה קיבלו,בֹּכִים
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ג.,חרב אהוד שני פיות לה מתחת לְמַדָּיו יחגרנה מה אָרְכָּהּ,גֹּמֶד
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ד.,מי הנביאה ששפטה את ישראל יושבת בין הרמה לבית אל,דבורה
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ה.,היכן ברק עם זבלון ונפתלי עלה והלך לשם ביחד עם דבורה,הר תבור
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ו.,באיזו מילה משתמש הנביא כשברק קרא לזבלון ונפתלי,וַיַּזְעֵק
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ז.,מי למות את נפשו חֵרֵף נלחם הוא בסיסרא בלי הרף,זְבֻלוּן
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ח.,יעל היתה אשתו של מי והוא היה מבני הקיני,חֶבֶר
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,ט.,מה פירוש "נחל קישון גרפם" כמו מגריפה העבירם מהעולם,טִאטָם
ספר שופטים,חידון לפרשת "וישאלו" (שופטים פרקים א-ה) ,מקבילה ל-ויצא,י.,מעל איזו ירך לקח אהוד את החרב ויתקענה בעגלון ויסגור הַחֵלֶב,ימינו
